site_id,village,people_total,people_total_m,people_total_f,sum,ratio
區域別,村里,人口數,人口數-男,人口數-女,sum,ratio
土城區,永富里,"5,548.00",2732,2816,651.00,0.238286969253294
土城區,學成里,"3,446.00",1707,1739,515.00,0.301698886936145
土城區,延和里,"6,759.00",3212,3547,866.00,0.26961394769614
土城區,中正里,"3,446.00",1606,1840,462.00,0.287671232876712
土城區,學士里,"5,064.00",2433,2631,892.00,0.36662556514591
土城區,明德里,"6,023.00",2810,3213,"1,083.00",0.385409252669039
土城區,廣興里,"3,680.00",1743,1937,545.00,0.312679288582903
土城區,青山里,"3,222.00",1624,1598,401.00,0.24692118226601
土城區,金城里,"6,438.00",3067,3371,865.00,0.282034561460711
土城區,延祿里,"4,454.00",2242,2212,500.00,0.223015165031222
蘆洲區,正義里,"13,571.00",6503,7068,"1,974.00",0.303552206673843
蘆洲區,中原里,"5,827.00",2855,2972,750.00,0.262697022767075
蘆洲區,中路里,"4,225.00",2125,2100,524.00,0.246588235294118
蘆洲區,光華里,"5,385.00",2568,2817,680.00,0.264797507788162
蘆洲區,保佑里,"4,036.00",2007,2029,482.00,0.240159441953164
蘆洲區,水湳里,"11,027.00",5411,5616,"1,551.00",0.286638329329144
蘆洲區,樓厝里,"6,653.00",3240,3413,874.00,0.269753086419753
蘆洲區,鷺江里,"5,837.00",2849,2988,801.00,0.281151281151281
蘆洲區,恆德里,"6,436.00",3135,3301,892.00,0.284529505582137
蘆洲區,溪墘里,"3,393.00",1654,1739,389.00,0.235187424425635
蘆洲區,樹德里,"3,561.00",1786,1775,483.00,0.27043673012318
蘆洲區,保和里,"2,783.00",1371,1412,337.00,0.24580598103574
蘆洲區,仁復里,"2,292.00",1122,1170,287.00,0.255793226381462
蘆洲區,得勝里,"3,554.00",1711,1843,438.00,0.255990648743425
蘆洲區,南港里,"6,285.00",3079,3206,789.00,0.256252029879831
蘆洲區,永樂里,"6,734.00",3381,3353,900.00,0.266193433895297
蘆洲區,永康里,"7,287.00",3502,3785,894.00,0.255282695602513
蘆洲區,信義里,"4,273.00",2133,2140,533.00,0.249882794186592
蘆洲區,玉清里,"6,024.00",2928,3096,780.00,0.266393442622951
蘆洲區,復興里,"3,754.00",1882,1872,412.00,0.218916046758767
蘆洲區,水河里,"9,770.00",4814,4956,"1,186.00",0.246364769422518
蘆洲區,仁愛里,"5,561.00",2760,2801,750.00,0.271739130434783
蘆洲區,忠義里,"3,372.00",1640,1732,396.00,0.241463414634146
蘆洲區,九芎里,"5,683.00",2803,2880,721.00,0.257224402425972
蘆洲區,中華里,"3,496.00",1719,1777,454.00,0.264107038976149
蘆洲區,得仁里,"3,248.00",1596,1652,404.00,0.253132832080201
蘆洲區,仁德里,"5,780.00",2876,2904,777.00,0.270166898470097
蘆洲區,仁義里,"5,492.00",2957,2535,660.00,0.223199188366588
蘆洲區,光明里,"5,228.00",2587,2641,639.00,0.247004252029378
蘆洲區,保新里,"2,862.00",1440,1422,358.00,0.248611111111111
蘆洲區,長安里,"5,463.00",2730,2733,659.00,0.241391941391941
蘆洲區,民和里,"2,893.00",1442,1451,359.00,0.248959778085992
蘆洲區,忠孝里,"2,602.00",1291,1311,367.00,0.284275755228505
蘆洲區,福安里,"3,395.00",1643,1752,446.00,0.271454656116859
蘆洲區,永安里,"5,418.00",2631,2787,689.00,0.261877613074876
蘆洲區,延平里,"4,440.00",2211,2229,529.00,0.239258254183627
蘆洲區,成功里,"8,029.00",3884,4145,"1,044.00",0.268795056642637
蘆洲區,永德里,"4,724.00",2342,2382,651.00,0.277967549103331
五股區,興珍里,"5,056.00",2625,2431,688.00,0.262095238095238
五股區,更寮里,"1,282.00",672,610,118.00,0.175595238095238
五股區,集福里,"4,019.00",2028,1991,408.00,0.201183431952663
五股區,觀音里,"1,535.00",843,692,134.00,0.158956109134045
五股區,成州里,"6,247.00",3197,3050,633.00,0.197998123240538
五股區,成功里,"6,210.00",3164,3046,741.00,0.234197218710493
五股區,五龍里,"1,575.00",876,699,148.00,0.168949771689498
五股區,五股里,"4,641.00",2404,2237,537.00,0.223377703826955
五股區,五福里,"3,836.00",1940,1896,437.00,0.225257731958763
五股區,德音里,"5,572.00",2761,2811,777.00,0.28141977544368
五股區,陸一里,"2,502.00",1224,1278,307.00,0.250816993464052
五股區,貿商里,"3,179.00",1541,1638,428.00,0.277741726151849
五股區,德泰里,"4,618.00",2236,2382,492.00,0.220035778175313
五股區,成德里,"3,175.00",1606,1569,297.00,0.184931506849315
五股區,六福里,"3,958.00",1948,2010,496.00,0.254620123203285
五股區,集賢里,"4,080.00",2032,2048,459.00,0.225885826771654
五股區,民義里,"3,560.00",1776,1784,455.00,0.256193693693694
五股區,成泰里,"7,210.00",3669,3541,971.00,0.264649768329245
五股區,水碓里,"8,219.00",4099,4120,"1,083.00",0.264210783117834
五股區,福德里,"3,365.00",1679,1686,379.00,0.225729600952948
泰山區,大科里,"1,062.00",574,488,103.00,0.179442508710801
泰山區,黎明里,"3,792.00",1879,1913,430.00,0.228845130388505
泰山區,山腳里,"7,120.00",3565,3555,853.00,0.239270687237027
泰山區,福泰里,"3,037.00",1536,1501,315.00,0.205078125
泰山區,楓樹里,"4,725.00",2378,2347,578.00,0.243061396131203
泰山區,同榮里,"4,387.00",2158,2229,584.00,0.270620945319741
泰山區,義學里,"4,955.00",2478,2477,622.00,0.251008878127522
泰山區,明志里,"3,848.00",1912,1936,539.00,0.281903765690377
泰山區,貴子里,"4,017.00",1985,2032,566.00,0.285138539042821
泰山區,貴和里,"5,231.00",2616,2615,670.00,0.25611620795107
泰山區,同興里,"4,240.00",2069,2171,551.00,0.266312228129531
泰山區,義仁里,"8,808.00",4411,4397,"1,280.00",0.290183631829517
泰山區,泰友里,"2,322.00",1147,1175,312.00,0.272013949433304
泰山區,新明里,"3,616.00",1812,1804,421.00,0.23233995584989
泰山區,貴賢里,"3,934.00",1936,1998,602.00,0.310950413223141
泰山區,福興里,"3,916.00",1914,2002,539.00,0.281609195402299
泰山區,全興里,"9,753.00",4751,5002,"1,290.00",0.271521784887392
林口區,東林里,"4,519.00",2271,2248,524.00,0.230735358872743
林口區,林口里,"5,900.00",2897,3003,725.00,0.25025888850535
林口區,西林里,"9,832.00",4898,4934,"1,674.00",0.341772151898734
林口區,菁湖里,"4,660.00",2326,2334,767.00,0.329750644883921
林口區,中湖里,"4,244.00",2133,2111,482.00,0.225972808251289
林口區,湖北里,"1,689.00",893,796,178.00,0.1993281075028
林口區,湖南里,"20,112.00",9658,10454,"3,858.00",0.399461586249741
林口區,南勢里,"17,048.00",8128,8920,"3,684.00",0.453248031496063
林口區,東勢里,"6,599.00",3238,3361,"1,007.00",0.310994441012971
林口區,頂福里,"1,231.00",678,553,93.00,0.13716814159292
林口區,下福里,"1,514.00",783,731,138.00,0.176245210727969
林口區,嘉寶里,"1,098.00",580,518,90.00,0.155172413793103
林口區,瑞平里,"1,024.00",546,478,101.00,0.184981684981685
林口區,太平里,"1,695.00",847,848,178.00,0.210153482880756
林口區,仁愛里,"7,263.00",3425,3838,"1,342.00",0.391824817518248
林口區,麗林里,"9,682.00",4589,5093,"1,544.00",0.336456744388756
林口區,麗園里,"4,435.00",2171,2264,675.00,0.310916628281898
深坑區,深坑里,"3,562.00",1759,1803,501.00,0.284820920977828
深坑區,萬順里,"2,573.00",1276,1297,333.00,0.260971786833856
深坑區,土庫里,"3,197.00",1584,1613,448.00,0.282828282828283
深坑區,昇高里,"2,217.00",1167,1050,320.00,0.274207369323051
深坑區,阿柔里,643.00,364,279,69.00,0.18956043956044
深坑區,埔新里,"6,414.00",3108,3306,"1,004.00",0.323037323037323
深坑區,萬福里,"2,753.00",1391,1362,400.00,0.287562904385334
深坑區,賴仲里,"2,285.00",1157,1128,387.00,0.334485738980121
石碇區,石碇里,456.00,255,201,47.00,0.184313725490196
石碇區,潭邊里,887.00,482,405,88.00,0.182572614107884
石碇區,隆盛里,793.00,449,344,67.00,0.149220489977728
石碇區,烏塗里,752.00,427,325,58.00,0.135831381733021
石碇區,彭山里,357.00,188,169,26.00,0.138297872340426
石碇區,豐田里,435.00,253,182,27.00,0.106719367588933
石碇區,永定里,692.00,373,319,33.00,0.0884718498659518
石碇區,中民里,851.00,494,357,66.00,0.133603238866397
石碇區,光明里,276.00,165,111,27.00,0.163636363636364
石碇區,豐林里,309.00,165,144,31.00,0.187878787878788
石碇區,永安里,887.00,452,435,88.00,0.194690265486726
石碇區,格頭里,"1,066.00",568,498,108.00,0.190140845070423
坪林區,粗窟里,938.00,536,402,80.00,0.149253731343284
坪林區,坪林里,"1,398.00",757,641,161.00,0.212681638044914
坪林區,大林里,"1,259.00",721,538,117.00,0.162274618585298
坪林區,石𥕢里,463.00,248,215,45.00,0.181451612903226
坪林區,上德里,873.00,497,376,67.00,0.134808853118712
坪林區,水德里,699.00,374,325,59.00,0.157754010695187
坪林區,漁光里,881.00,482,399,45.00,0.0933609958506224
三芝區,八賢里,362.00,195,167,30.00,0.153846153846154
三芝區,埔頭里,"5,597.00",2713,2884,646.00,0.238112790269075
三芝區,古庄里,"1,144.00",599,545,127.00,0.212020033388982
三芝區,新庄里,976.00,521,455,78.00,0.149712092130518
三芝區,埔坪里,"7,415.00",3721,3694,724.00,0.194571351787154
三芝區,茂長里,707.00,377,330,109.00,0.289124668435013
三芝區,橫山里,550.00,322,228,31.00,0.0962732919254658
三芝區,錫板里,797.00,468,329,73.00,0.155982905982906
三芝區,後厝里,"2,261.00",1153,1108,357.00,0.309627059843886
三芝區,福德里,897.00,455,442,141.00,0.30989010989011
三芝區,圓山里,625.00,359,266,40.00,0.11142061281337
三芝區,店子里,686.00,389,297,62.00,0.159383033419023
三芝區,興華里,"1,339.00",738,601,147.00,0.199186991869919
石門區,德茂里,"1,351.00",721,630,117.00,0.162274618585298
石門區,富基里,"1,666.00",829,837,125.00,0.150784077201448
石門區,老梅里,"2,572.00",1302,1270,228.00,0.175115207373272
石門區,山溪里,"1,010.00",558,452,85.00,0.152329749103943
石門區,石門里,"1,847.00",948,899,185.00,0.195147679324895
石門區,尖鹿里,"1,810.00",932,878,174.00,0.186695278969957
石門區,乾華里,371.00,212,159,38.00,0.179245283018868
石門區,茂林里,751.00,399,352,82.00,0.205513784461153
石門區,草里里,"1,113.00",572,541,74.00,0.129370629370629
八里區,龍源里,"7,323.00",3535,3788,"1,000.00",0.282885431400283
八里區,米倉里,"3,607.00",1845,1762,439.00,0.237940379403794
八里區,大崁里,"3,145.00",1605,1540,371.00,0.231152647975078
八里區,埤頭里,"4,065.00",2030,2035,414.00,0.203940886699507
八里區,頂罟里,"2,117.00",1039,1078,215.00,0.206929740134745
八里區,舊城里,"7,502.00",3665,3837,797.00,0.217462482946794
八里區,訊塘里,"4,808.00",2410,2398,528.00,0.219087136929461
八里區,荖阡里,"1,979.00",1014,965,200.00,0.19723865877712
八里區,長坑里,"1,717.00",914,803,148.00,0.161925601750547
八里區,下罟里,"1,745.00",888,857,144.00,0.162162162162162
平溪區,薯榔里,438.00,247,191,15.00,0.0607287449392713
平溪區,菁桐里,284.00,154,130,18.00,0.116883116883117
平溪區,白石里,274.00,152,122,20.00,0.131578947368421
平溪區,石底里,498.00,265,233,34.00,0.128301886792453
平溪區,平溪里,271.00,141,130,12.00,0.0851063829787234
平溪區,嶺腳里,716.00,390,326,50.00,0.128205128205128
平溪區,東勢里,452.00,260,192,25.00,0.0961538461538462
平溪區,望古里,158.00,90,68,17.00,0.188888888888889
平溪區,南山里,390.00,230,160,19.00,0.0826086956521739
平溪區,平湖里,185.00,101,84,3.00,0.0297029702970297
平溪區,十分里,958.00,520,438,43.00,0.0826923076923077
平溪區,新寮里,167.00,98,69,8.00,0.0816326530612245
雙溪區,雙溪里,533.00,267,266,45.00,0.168539325842697
雙溪區,共和里,457.00,248,209,36.00,0.145161290322581
雙溪區,新基里,905.00,498,407,84.00,0.168674698795181
雙溪區,魚行里,800.00,451,349,82.00,0.181818181818182
雙溪區,三港里,451.00,259,192,29.00,0.111969111969112
雙溪區,牡丹里,"1,863.00",969,894,146.00,0.150670794633643
雙溪區,三貂里,358.00,193,165,25.00,0.129533678756477
雙溪區,平林里,"1,075.00",575,500,105.00,0.182608695652174
雙溪區,上林里,711.00,399,312,44.00,0.110275689223058
雙溪區,外柑里,464.00,272,192,31.00,0.113970588235294
雙溪區,長源里,391.00,219,172,14.00,0.0639269406392694
雙溪區,泰平里,"1,103.00",566,537,85.00,0.15017667844523
貢寮區,貢寮里,"1,002.00",503,499,95.00,0.188866799204771
貢寮區,吉林里,508.00,317,191,39.00,0.123028391167192
貢寮區,雙玉里,804.00,444,360,57.00,0.128378378378378
貢寮區,龍崗里,465.00,266,199,28.00,0.105263157894737
貢寮區,龍門里,763.00,388,375,67.00,0.172680412371134
貢寮區,福隆里,"1,924.00",937,987,137.00,0.146211312700107
貢寮區,仁里里,"1,965.00",994,971,172.00,0.173038229376258
貢寮區,真理里,"2,363.00",1150,1213,176.00,0.15304347826087
貢寮區,福連里,985.00,447,538,55.00,0.123042505592841
貢寮區,美豐里,847.00,488,359,40.00,0.0819672131147541
貢寮區,和美里,"1,134.00",584,550,77.00,0.131849315068493
金山區,和平里,573.00,270,303,58.00,0.214814814814815
金山區,大同里,830.00,401,429,67.00,0.167082294264339
金山區,豐漁里,596.00,303,293,21.00,0.0693069306930693
金山區,磺港里,"2,089.00",1042,1047,122.00,0.117082533589251
金山區,美田里,"4,626.00",2198,2428,406.00,0.184713375796178
金山區,五湖里,"1,991.00",1016,975,189.00,0.186023622047244
金山區,重和里,"1,404.00",719,685,151.00,0.210013908205841
金山區,兩湖里,453.00,232,221,37.00,0.15948275862069
金山區,六股里,742.00,413,329,55.00,0.13317191283293
金山區,三界里,737.00,341,396,45.00,0.131964809384164
金山區,清泉里,947.00,501,446,64.00,0.127744510978044
金山區,萬壽里,530.00,255,275,47.00,0.184313725490196
金山區,西湖里,211.00,120,91,22.00,0.183333333333333
金山區,永興里,659.00,357,302,35.00,0.0980392156862745
金山區,金美里,"5,828.00",2800,3028,567.00,0.2025
萬里區,萬里里,"5,162.00",2538,2624,444.00,0.174940898345154
萬里區,龜吼里,"2,883.00",1462,1421,279.00,0.190834473324213
萬里區,野柳里,"3,715.00",1800,1915,261.00,0.145
萬里區,大鵬里,"3,215.00",1635,1580,226.00,0.13822629969419
萬里區,磺潭里,652.00,352,300,44.00,0.125
萬里區,雙興里,"1,098.00",608,490,77.00,0.126644736842105
萬里區,溪底里,735.00,405,330,42.00,0.103703703703704
萬里區,崁脚里,474.00,247,227,41.00,0.165991902834008
萬里區,中幅里,"1,310.00",649,661,78.00,0.120184899845917
萬里區,北基里,"3,291.00",1648,1643,298.00,0.180825242718447
烏來區,烏來里,"2,722.00",1329,1393,299.00,0.224981188863807
烏來區,忠治里,"1,834.00",919,915,174.00,0.189336235038085
烏來區,福山里,759.00,391,368,36.00,0.0920716112531969
烏來區,信賢里,605.00,294,311,49.00,0.166666666666667
烏來區,孝義里,250.00,139,111,12.00,0.0863309352517986
