site_id,village,people_total,people_total_m,people_total_f,,ratio
區域別,村里,人口數,人口數-男,人口數-女,,ratio
蘆洲區,中原里,"5,827.00",2855,2972,500.00,5.71
蘆洲區,中路里,"4,225.00",2125,2100,"1,974.00",1.07649442755826
蘆洲區,光華里,"5,385.00",2568,2817,750.00,3.424
蘆洲區,保佑里,"4,036.00",2007,2029,524.00,3.83015267175573
蘆洲區,水湳里,"11,027.00",5411,5616,680.00,7.95735294117647
蘆洲區,樓厝里,"6,653.00",3240,3413,482.00,6.72199170124481
蘆洲區,鷺江里,"5,837.00",2849,2988,"1,551.00",1.83687943262411
蘆洲區,恆德里,"6,436.00",3135,3301,874.00,3.58695652173913
蘆洲區,溪墘里,"3,393.00",1654,1739,801.00,2.06491885143571
蘆洲區,樹德里,"3,561.00",1786,1775,892.00,2.00224215246637
蘆洲區,保和里,"2,783.00",1371,1412,389.00,3.52442159383033
蘆洲區,仁復里,"2,292.00",1122,1170,483.00,2.32298136645963
蘆洲區,得勝里,"3,554.00",1711,1843,337.00,5.07715133531157
蘆洲區,南港里,"6,285.00",3079,3206,287.00,10.7282229965157
蘆洲區,永樂里,"6,734.00",3381,3353,438.00,7.71917808219178
蘆洲區,永康里,"7,287.00",3502,3785,789.00,4.43852978453739
蘆洲區,信義里,"4,273.00",2133,2140,900.00,2.37
蘆洲區,玉清里,"6,024.00",2928,3096,894.00,3.2751677852349
蘆洲區,復興里,"3,754.00",1882,1872,533.00,3.53095684803002
蘆洲區,水河里,"9,770.00",4814,4956,780.00,6.17179487179487
蘆洲區,仁愛里,"5,561.00",2760,2801,412.00,6.69902912621359
蘆洲區,忠義里,"3,372.00",1640,1732,"1,186.00",1.38279932546374
蘆洲區,九芎里,"5,683.00",2803,2880,750.00,3.73733333333333
蘆洲區,中華里,"3,496.00",1719,1777,396.00,4.34090909090909
蘆洲區,得仁里,"3,248.00",1596,1652,721.00,2.21359223300971
蘆洲區,仁德里,"5,780.00",2876,2904,454.00,6.33480176211454
蘆洲區,仁義里,"5,492.00",2957,2535,404.00,7.31930693069307
蘆洲區,光明里,"5,228.00",2587,2641,777.00,3.32947232947233
蘆洲區,保新里,"2,862.00",1440,1422,660.00,2.18181818181818
蘆洲區,長安里,"5,463.00",2730,2733,639.00,4.27230046948357
蘆洲區,民和里,"2,893.00",1442,1451,358.00,4.02793296089386
蘆洲區,忠孝里,"2,602.00",1291,1311,659.00,1.95902883156297
蘆洲區,福安里,"3,395.00",1643,1752,359.00,4.57660167130919
蘆洲區,永安里,"5,418.00",2631,2787,367.00,7.16893732970027
蘆洲區,延平里,"4,440.00",2211,2229,446.00,4.95739910313901
蘆洲區,成功里,"8,029.00",3884,4145,689.00,5.63715529753266
蘆洲區,永德里,"4,724.00",2342,2382,529.00,4.42722117202268
五股區,興珍里,"5,056.00",2625,2431,"1,044.00",2.51436781609195
五股區,更寮里,"1,282.00",672,610,651.00,1.03225806451613
五股區,集福里,"4,019.00",2028,1991,688.00,2.94767441860465
五股區,觀音里,"1,535.00",843,692,118.00,7.14406779661017
五股區,成州里,"6,247.00",3197,3050,408.00,7.83578431372549
五股區,成功里,"6,210.00",3164,3046,134.00,23.6119402985075
五股區,五龍里,"1,575.00",876,699,633.00,1.38388625592417
五股區,五股里,"4,641.00",2404,2237,741.00,3.2442645074224
五股區,五福里,"3,836.00",1940,1896,148.00,13.1081081081081
五股區,德音里,"5,572.00",2761,2811,537.00,5.1415270018622
五股區,陸一里,"2,502.00",1224,1278,437.00,2.80091533180778
五股區,貿商里,"3,179.00",1541,1638,777.00,1.98326898326898
五股區,德泰里,"4,618.00",2236,2382,307.00,7.28338762214984
五股區,成德里,"3,175.00",1606,1569,428.00,3.75233644859813
五股區,六福里,"3,958.00",1948,2010,492.00,3.95934959349594
五股區,集賢里,"4,080.00",2032,2048,297.00,6.84175084175084
五股區,民義里,"3,560.00",1776,1784,496.00,3.58064516129032
五股區,成泰里,"7,210.00",3669,3541,459.00,7.99346405228758
五股區,水碓里,"8,219.00",4099,4120,455.00,9.00879120879121
五股區,福德里,"3,365.00",1679,1686,971.00,1.72914521112255
泰山區,大科里,"1,062.00",574,488,"1,083.00",0.530009233610342
泰山區,黎明里,"3,792.00",1879,1913,379.00,4.95778364116095
泰山區,山腳里,"7,120.00",3565,3555,103.00,34.6116504854369
泰山區,福泰里,"3,037.00",1536,1501,430.00,3.57209302325581
泰山區,楓樹里,"4,725.00",2378,2347,853.00,2.78780773739742
泰山區,同榮里,"4,387.00",2158,2229,315.00,6.85079365079365
泰山區,義學里,"4,955.00",2478,2477,578.00,4.28719723183391
泰山區,明志里,"3,848.00",1912,1936,584.00,3.27397260273973
泰山區,貴子里,"4,017.00",1985,2032,622.00,3.19131832797428
泰山區,貴和里,"5,231.00",2616,2615,539.00,4.85343228200371
泰山區,同興里,"4,240.00",2069,2171,566.00,3.65547703180212
泰山區,義仁里,"8,808.00",4411,4397,670.00,6.58358208955224
泰山區,泰友里,"2,322.00",1147,1175,551.00,2.08166969147005
泰山區,新明里,"3,616.00",1812,1804,"1,280.00",1.415625
泰山區,貴賢里,"3,934.00",1936,1998,312.00,6.20512820512821
泰山區,福興里,"3,916.00",1914,2002,421.00,4.54631828978622
泰山區,全興里,"9,753.00",4751,5002,602.00,7.89202657807309
林口區,東林里,"4,519.00",2271,2248,539.00,4.21335807050093
林口區,林口里,"5,900.00",2897,3003,"1,290.00",2.24573643410853
林口區,西林里,"9,832.00",4898,4934,524.00,9.34732824427481
林口區,菁湖里,"4,660.00",2326,2334,725.00,3.20827586206897
林口區,中湖里,"4,244.00",2133,2111,"1,674.00",1.2741935483871
林口區,湖北里,"1,689.00",893,796,767.00,1.16427640156454
林口區,湖南里,"20,112.00",9658,10454,482.00,20.0373443983403
林口區,南勢里,"17,048.00",8128,8920,178.00,45.6629213483146
林口區,東勢里,"6,599.00",3238,3361,"3,858.00",0.839294971487818
林口區,頂福里,"1,231.00",678,553,"3,684.00",0.184039087947883
林口區,下福里,"1,514.00",783,731,"1,007.00",0.777557100297915
林口區,嘉寶里,"1,098.00",580,518,93.00,6.23655913978495
林口區,瑞平里,"1,024.00",546,478,138.00,3.95652173913043
林口區,太平里,"1,695.00",847,848,90.00,9.41111111111111
林口區,仁愛里,"7,263.00",3425,3838,101.00,33.9108910891089
林口區,麗林里,"9,682.00",4589,5093,178.00,25.7808988764045
林口區,麗園里,"4,435.00",2171,2264,"1,342.00",1.6177347242921
深坑區,深坑里,"3,562.00",1759,1803,"1,544.00",1.13924870466321
深坑區,萬順里,"2,573.00",1276,1297,675.00,1.89037037037037
深坑區,土庫里,"3,197.00",1584,1613,501.00,3.16167664670659
深坑區,昇高里,"2,217.00",1167,1050,333.00,3.5045045045045
深坑區,阿柔里,643.00,364,279,448.00,0.8125
深坑區,埔新里,"6,414.00",3108,3306,320.00,9.7125
深坑區,萬福里,"2,753.00",1391,1362,69.00,20.1594202898551
深坑區,賴仲里,"2,285.00",1157,1128,"1,004.00",1.15239043824701
石碇區,石碇里,456.00,255,201,400.00,0.6375
石碇區,潭邊里,887.00,482,405,387.00,1.24547803617571
石碇區,隆盛里,793.00,449,344,47.00,9.5531914893617
石碇區,烏塗里,752.00,427,325,88.00,4.85227272727273
石碇區,彭山里,357.00,188,169,67.00,2.80597014925373
石碇區,豐田里,435.00,253,182,58.00,4.36206896551724
石碇區,永定里,692.00,373,319,26.00,14.3461538461538
石碇區,中民里,851.00,494,357,27.00,18.2962962962963
石碇區,光明里,276.00,165,111,33.00,5
石碇區,豐林里,309.00,165,144,66.00,2.5
石碇區,永安里,887.00,452,435,27.00,16.7407407407407
石碇區,格頭里,"1,066.00",568,498,31.00,18.3225806451613
坪林區,粗窟里,938.00,536,402,88.00,6.09090909090909
坪林區,坪林里,"1,398.00",757,641,108.00,7.00925925925926
坪林區,大林里,"1,259.00",721,538,80.00,9.0125
坪林區,石𥕢里,463.00,248,215,161.00,1.54037267080745
坪林區,上德里,873.00,497,376,117.00,4.24786324786325
坪林區,水德里,699.00,374,325,45.00,8.31111111111111
坪林區,漁光里,881.00,482,399,67.00,7.19402985074627
三芝區,八賢里,362.00,195,167,59.00,3.30508474576271
三芝區,埔頭里,"5,597.00",2713,2884,45.00,60.2888888888889
三芝區,古庄里,"1,144.00",599,545,30.00,19.9666666666667
三芝區,新庄里,976.00,521,455,646.00,0.806501547987616
三芝區,埔坪里,"7,415.00",3721,3694,127.00,29.2992125984252
三芝區,茂長里,707.00,377,330,78.00,4.83333333333333
三芝區,橫山里,550.00,322,228,724.00,0.44475138121547
三芝區,錫板里,797.00,468,329,109.00,4.29357798165138
三芝區,後厝里,"2,261.00",1153,1108,31.00,37.1935483870968
三芝區,福德里,897.00,455,442,73.00,6.23287671232877
三芝區,圓山里,625.00,359,266,357.00,1.00560224089636
三芝區,店子里,686.00,389,297,141.00,2.75886524822695
三芝區,興華里,"1,339.00",738,601,40.00,18.45
石門區,德茂里,"1,351.00",721,630,62.00,11.6290322580645
石門區,富基里,"1,666.00",829,837,147.00,5.63945578231293
石門區,老梅里,"2,572.00",1302,1270,117.00,11.1282051282051
石門區,山溪里,"1,010.00",558,452,125.00,4.464
石門區,石門里,"1,847.00",948,899,228.00,4.15789473684211
石門區,尖鹿里,"1,810.00",932,878,85.00,10.9647058823529
石門區,乾華里,371.00,212,159,185.00,1.14594594594595
石門區,茂林里,751.00,399,352,174.00,2.29310344827586
石門區,草里里,"1,113.00",572,541,38.00,15.0526315789474
八里區,龍源里,"7,323.00",3535,3788,82.00,43.109756097561
八里區,米倉里,"3,607.00",1845,1762,74.00,24.9324324324324
八里區,大崁里,"3,145.00",1605,1540,"1,000.00",1.605
八里區,埤頭里,"4,065.00",2030,2035,439.00,4.62414578587699
八里區,頂罟里,"2,117.00",1039,1078,371.00,2.80053908355795
八里區,舊城里,"7,502.00",3665,3837,414.00,8.85265700483092
八里區,訊塘里,"4,808.00",2410,2398,215.00,11.2093023255814
八里區,荖阡里,"1,979.00",1014,965,797.00,1.27227101631117
八里區,長坑里,"1,717.00",914,803,528.00,1.73106060606061
八里區,下罟里,"1,745.00",888,857,200.00,4.44
平溪區,薯榔里,438.00,247,191,148.00,1.66891891891892
平溪區,菁桐里,284.00,154,130,144.00,1.06944444444444
平溪區,白石里,274.00,152,122,15.00,10.1333333333333
平溪區,石底里,498.00,265,233,18.00,14.7222222222222
平溪區,平溪里,271.00,141,130,20.00,7.05
平溪區,嶺腳里,716.00,390,326,34.00,11.4705882352941
平溪區,東勢里,452.00,260,192,12.00,21.6666666666667
平溪區,望古里,158.00,90,68,50.00,1.8
平溪區,南山里,390.00,230,160,25.00,9.2
平溪區,平湖里,185.00,101,84,17.00,5.94117647058824
平溪區,十分里,958.00,520,438,43.00,12.093023255814
平溪區,新寮里,167.00,98,69,8.00,12.25
雙溪區,雙溪里,533.00,267,266,45.00,5.93333333333333
雙溪區,共和里,457.00,248,209,36.00,6.88888888888889
雙溪區,新基里,905.00,498,407,84.00,5.92857142857143
雙溪區,魚行里,800.00,451,349,82.00,5.5
雙溪區,三港里,451.00,259,192,29.00,8.93103448275862
雙溪區,牡丹里,"1,863.00",969,894,146.00,6.63698630136986
雙溪區,三貂里,358.00,193,165,25.00,7.72
雙溪區,平林里,"1,075.00",575,500,105.00,5.47619047619048
雙溪區,上林里,711.00,399,312,44.00,9.06818181818182
雙溪區,外柑里,464.00,272,192,31.00,8.7741935483871
雙溪區,長源里,391.00,219,172,14.00,15.6428571428571
雙溪區,泰平里,"1,103.00",566,537,85.00,6.65882352941177
貢寮區,貢寮里,"1,002.00",503,499,95.00,5.29473684210526
貢寮區,吉林里,508.00,317,191,39.00,8.12820512820513
貢寮區,雙玉里,804.00,444,360,57.00,7.78947368421053
貢寮區,龍崗里,465.00,266,199,28.00,9.5
貢寮區,龍門里,763.00,388,375,67.00,5.7910447761194
貢寮區,福隆里,"1,924.00",937,987,137.00,6.83941605839416
貢寮區,仁里里,"1,965.00",994,971,172.00,5.77906976744186
貢寮區,真理里,"2,363.00",1150,1213,176.00,6.53409090909091
貢寮區,福連里,985.00,447,538,55.00,8.12727272727273
貢寮區,美豐里,847.00,488,359,40.00,12.2
貢寮區,和美里,"1,134.00",584,550,77.00,7.58441558441558
金山區,和平里,573.00,270,303,58.00,4.6551724137931
金山區,大同里,830.00,401,429,67.00,5.98507462686567
金山區,豐漁里,596.00,303,293,21.00,14.4285714285714
金山區,磺港里,"2,089.00",1042,1047,122.00,8.54098360655738
金山區,美田里,"4,626.00",2198,2428,406.00,5.41379310344828
金山區,五湖里,"1,991.00",1016,975,189.00,5.37566137566138
金山區,重和里,"1,404.00",719,685,151.00,4.76158940397351
金山區,兩湖里,453.00,232,221,37.00,6.27027027027027
金山區,六股里,742.00,413,329,55.00,7.50909090909091
金山區,三界里,737.00,341,396,45.00,7.57777777777778
金山區,清泉里,947.00,501,446,64.00,7.828125
金山區,萬壽里,530.00,255,275,47.00,5.42553191489362
金山區,西湖里,211.00,120,91,22.00,5.45454545454545
金山區,永興里,659.00,357,302,35.00,10.2
金山區,金美里,"5,828.00",2800,3028,567.00,4.93827160493827
萬里區,萬里里,"5,162.00",2538,2624,444.00,5.71621621621622
萬里區,龜吼里,"2,883.00",1462,1421,279.00,5.24014336917563
萬里區,野柳里,"3,715.00",1800,1915,261.00,6.89655172413793
萬里區,大鵬里,"3,215.00",1635,1580,226.00,7.23451327433628
萬里區,磺潭里,652.00,352,300,44.00,8
萬里區,雙興里,"1,098.00",608,490,77.00,7.8961038961039
萬里區,溪底里,735.00,405,330,42.00,9.64285714285714
萬里區,崁脚里,474.00,247,227,41.00,6.02439024390244
萬里區,中幅里,"1,310.00",649,661,78.00,8.32051282051282
萬里區,北基里,"3,291.00",1648,1643,298.00,5.53020134228188
烏來區,烏來里,"2,722.00",1329,1393,299.00,4.44481605351171
烏來區,忠治里,"1,834.00",919,915,174.00,5.2816091954023
烏來區,福山里,759.00,391,368,36.00,10.8611111111111
烏來區,信賢里,605.00,294,311,49.00,6
烏來區,孝義里,250.00,139,111,12.00,11.5833333333333
